linkid,click,pageview,preview,total_events,click_rate
03a350f0-c2f7-5395-ac74-2db876419800,0,1,0,1,0.0
0397d5ce-ccbb-5523-aa17-d2779a144eb4,0,1,0,1,0.0
779c01d6-dade-54d8-8f65-ca6b4893d4ab,0,1,0,1,0.0
02cc060b-d46b-5d4e-9103-d115063bc7ab,0,1,0,1,0.0
fc9ccf02-6746-5937-b8a0-fd8a1a81c23b,0,1,0,1,0.0
02683364-651a-51bd-8b12-41814f27231f,0,1,0,1,0.0
02840c62-a52a-5ed6-bb0f-58e69cdf5f19,0,1,0,1,0.0
028d837f-10e0-56b8-9a00-f692e9e8eae0,0,1,0,1,0.0
fc861241-0c4e-454d-a136-5d6a66193b55,0,1,0,1,0.0
029dc85e-db04-5135-8bf2-4bf4ee334479,0,1,0,1,0.0
774918d3-ad38-5e5a-8729-1f63dabe10cb,0,1,0,1,0.0
fc37941d-1bdf-52e1-a572-1058ff4e7e82,0,1,0,1,0.0
02db2e66-54db-5e32-a694-f9fb35edf4b2,0,1,0,1,0.0
fb734bd4-6cf1-5339-b9f1-d095e9b338a4,0,1,0,1,0.0
774ec61c-93ed-51ae-9aaf-e34106fd92ef,0,1,0,1,0.0
75621218-3662-55d2-80e6-5c92a7dea9c8,0,1,0,1,0.0
775de958-4e0b-5580-82ad-c41446a7ba25,0,1,0,1,0.0
7554a9d4-e23b-5065-917b-7a485f2c0071,0,1,0,1,0.0
778a84fb-966e-5a14-945a-a2ada0584bb3,0,1,0,1,0.0
fbd5ffaf-5ee1-5d8b-904c-ce05600c969d,0,1,0,1,0.0
03534355-73d9-5d36-bd79-1cd4c2ceb16b,0,1,0,1,0.0
fb963905-5cc3-5be4-b47a-7c9a6d5ed061,0,1,0,1,0.0
f2fc4f1d-6fd6-523d-8dcf-7500f0eb78e0,0,1,0,1,0.0
0a08eeff-b3e1-5c4a-b3a3-c94b780030a0,0,1,0,1,0.0
7dceb054-a5cf-5539-bd40-56e1c1cf9f16,0,1,0,1,0.0
11a3bc58-10b2-5851-89a2-4aaa10c2cda2,0,1,0,1,0.0
11ad71bd-34fb-5ea2-bca1-532f5041f304,0,1,0,1,0.0
11b6b30f-9972-5270-82ff-85f3db947857,0,1,0,1,0.0
ea3728ee-d062-592a-84fe-873c716658e3,0,1,0,1,0.0
70f6d739-44dd-5bff-985c-746bc0cb94c6,0,1,0,1,0.0
ea1827c6-2fa2-4a2f-aa7a-8f4f63d4470c,0,1,0,1,0.0
ea000009-ca8b-59c5-afcd-ac90738db1e0,0,1,0,1,0.0
70e956cb-ee39-5fa2-980b-7d6e1ac5b68a,0,1,0,1,0.0
7cbdbe48-3695-50f8-9ea8-ad32a608b190,0,1,0,1,0.0
7cc0f044-b064-51d5-bf6e-ecfdae2a052c,0,1,0,1,0.0
7ccea3cd-4b4a-54f3-8084-eee3e298b1a5,0,1,0,1,0.0
70dceeff-a6fb-5f1e-aaae-a9d0bd00b405,0,1,0,1,0.0
e9aa7f8d-8984-55a7-bf3b-d23306d24ccc,0,1,0,1,0.0
e9a71280-c3f7-5b38-b878-a41aa444f72c,0,1,0,1,0.0
12468517-71ec-5705-8ca7-82c917a393e4,0,1,0,1,0.0
e95e7b1d-8468-5885-9755-37d4d385de83,0,1,0,1,0.0
125d059f-d127-5365-a49d-1c17c86198e3,0,1,0,1,0.0
12611df2-9d21-5277-b927-0caa1dd0920b,0,1,0,1,0.0
7cedfe6f-51c9-514e-a2cf-b7c9b5fede43,0,1,0,1,0.0
70d6af7d-25c6-5dc8-8565-fc60a99d55e7,0,1,0,1,0.0
713966c5-c930-5a73-84ea-4e7a60936ffb,0,1,0,1,0.0
7c7b0517-fcee-583f-8972-1a4f5a7c2e4c,0,1,0,1,0.0
79c27469-e4f1-5910-9eb8-18199ca5e139,0,1,0,1,0.0
7c71e238-2333-544f-9e58-907e944bc6fc,0,1,0,1,0.0
ebe30784-2d40-52c1-83c3-7ca5d07ffe57,0,1,0,1,0.0
10a3c09c-0e25-54e1-bb9a-d4efe504f6b4,0,1,0,1,0.0
ebaaa4ed-9dfd-566c-b899-4d94990cf3c9,0,1,0,1,0.0
eb99cbc8-fcc6-52dc-889c-f5ea6a5fc531,0,1,0,1,0.0
7bbccd76-1cb9-5767-be80-37f4a96895ca,0,1,0,1,0.0
eb8ac1a9-9e88-496c-b490-08a3bd20f322,0,1,0,1,0.0
11198d07-e789-5135-bc37-ed02cff8e5e8,0,1,0,1,0.0
eb846d7a-5021-5044-924e-562165965aba,0,1,0,1,0.0
1122aa01-cb77-54e3-aa6e-46a6af7e76c8,0,1,0,1,0.0
71badc76-238c-5bfd-afa0-61cb4f434c99,0,1,0,1,0.0
71b2530a-8bf3-5a91-8a29-f369219f80b6,0,1,0,1,0.0
eb1f1803-0a41-57ea-8a3a-d4fa686475e7,0,1,0,1,0.0
7c15cd57-4111-56a7-9421-bbf67be066e9,0,1,0,1,0.0
714a7b82-0c19-5b55-9a1c-31c2c4bb8efd,0,1,0,1,0.0
eb0012a4-11ae-513e-a544-cf238a898758,0,1,0,1,0.0
7140e06c-ae45-555d-bc0f-9922d5e56eee,0,1,0,1,0.0
11716deb-e562-5f00-bdd6-5ff1f99e8526,0,1,0,1,0.0
1175722b-3bda-56c3-b3cd-427464f2dd35,0,1,0,1,0.0
7c58f591-401b-585b-8069-db70ab8240cf,0,1,0,1,0.0
e9385051-e0e0-5d42-924f-269a8291ecd9,0,1,0,1,0.0
70d29b48-a8ab-59d6-a691-e0a772d44f28,0,1,0,1,0.0
12e51148-762c-593d-8711-db40db5efcfa,0,1,0,1,0.0
e924959f-182f-4e6d-9144-a1f8a8276264,0,1,0,1,0.0
146a6f54-5be7-59c9-95b6-d33608708b81,0,1,0,1,0.0
148a15ed-5d8b-557c-9280-b2a5ec07435f,0,1,0,1,0.0
e7c398ac-fba4-5f37-8460-fcf43b88a547,0,1,0,1,0.0
6ffada9d-1447-5b3d-a0b9-2d2f159cfd93,0,1,0,1,0.0
14a3f62b-ca69-5422-bd2e-3e02a67f5944,0,1,0,1,0.0
14cf885b-7a55-5cf7-baf6-7df55ba6b675,0,1,0,1,0.0
e770cf45-07ca-52b7-85a2-bb554c4145fe,0,1,0,1,0.0
153fb32c-e354-5e29-9354-887b1e1daa5e,0,1,0,1,0.0
1558bdac-4fd9-5636-800e-15c6d04ed1e2,0,1,0,1,0.0
e73d0600-8f2c-54d9-8167-8336210830a5,0,1,0,1,0.0
e72c0a7a-4fae-4deb-8832-ec7b80a00ce4,0,1,0,1,0.0
6fa1d709-b9c1-4e21-9379-08609a4a7937,0,1,0,1,0.0
e6db047e-d5a3-5d70-b423-5c8333610eea,0,1,0,1,0.0
e6d4d0f8-7fdb-5348-ba5b-d8ad0483273d,0,1,0,1,0.0
1596bb42-8efa-5a67-adcc-abbaca766824,0,1,0,1,0.0
e65314c7-3397-53bb-a04b-302521024439,0,1,0,1,0.0
15afbc86-4c22-5013-b506-827abd7c7e6d,0,1,0,1,0.0
6f827b67-56f9-5ad7-9470-ed81ae9b847b,0,1,0,1,0.0
7dc7f50f-94ef-5923-9289-fc12a88444d8,0,1,0,1,0.0
70568d1b-81eb-5f7c-aac6-4b9f7bd907d0,0,1,0,1,0.0
14311ab8-7f24-5cb3-b735-45a8c7e9f1f2,0,1,0,1,0.0
14109b4b-9476-4ea1-a864-589f0e981066,0,1,0,1,0.0
7d396e41-ef99-5f98-92a0-54b7bed88833,0,1,0,1,0.0
e91c9304-ff59-5db7-beb5-8f967c02c824,0,1,0,1,0.0
70d1a592-89e5-5a76-81cd-51f3cf3292c3,0,1,0,1,0.0
12ed91bd-5f75-5b40-ba52-3a9a1aa15c62,0,1,0,1,0.0
1313d734-4d50-5b04-80ed-e01000a5ec6c,0,1,0,1,0.0
e8da2fd7-bcb5-57e8-988f-bdb9144661fb,0,1,0,1,0.0
1317820e-9641-5f73-8c61-506a1007d5ac,0,1,0,1,0.0
e87cb104-fb47-526c-bb49-2657171818a0,0,1,0,1,0.0
e87a9b8c-dc03-56bb-bcee-a0da9f1478b3,0,1,0,1,0.0
e8662792-0889-5893-bb4a-72cd2603d861,0,1,0,1,0.0
e801e3d1-92f6-5ad3-a3ff-c17f52616897,0,1,0,1,0.0
1364a2c7-b469-507b-9ecb-07a8f2825a29,0,1,0,1,0.0
e84d20d7-7d5a-52c3-ac2e-a5ee41d586cf,0,1,0,1,0.0
cf7484e7-d24d-41da-ba10-d5bb375fd416,0,1,0,1,0.0
7d80177b-a0e3-50e9-8f8f-daf416be9b76,0,1,0,1,0.0
13e148c8-4897-52db-b7f5-87151d32b98d,0,1,0,1,0.0
e82835f1-6010-5f04-9d70-14d045544b19,0,1,0,1,0.0
e82057cc-5227-5188-bd84-a248c79ab4a6,0,1,0,1,0.0
1403b8ad-ef6b-55c7-be63-38700065addc,0,1,0,1,0.0
10836d9d-9507-5283-bc37-174acb3ef707,0,1,0,1,0.0
ebe9dea8-e19f-529b-abd6-7b7492cf0bc8,0,1,0,1,0.0
ebeea9ac-0373-5b2a-8b9c-b67a248fe2f3,0,1,0,1,0.0
0c9b046b-f8fe-5736-aa94-f92e35cdf00d,0,1,0,1,0.0
f0c4bc44-0855-59b4-9596-af3cc977d99a,0,1,0,1,0.0
f0ad6cf7-21fa-5852-9836-281e407237e3,0,1,0,1,0.0
f0acf2db-ee29-5261-8022-537cde28b834,0,1,0,1,0.0
0bc03e0f-013a-5cc2-a7b2-d7ec6611635b,0,1,0,1,0.0
0bc1badc-2feb-56f4-af11-3a2e94a58e62,0,1,0,1,0.0
0c0b9c4d-3c75-53c0-ad2d-fdc8240efbe5,0,1,0,1,0.0
f069c7e4-0aa7-58da-bdc4-f5d26852045b,0,1,0,1,0.0
7aaa8bbd-592d-5b96-8de9-81ef4023196b,0,1,0,1,0.0
f042ff1a-d3d5-5507-91a4-2c2476c33b9b,0,1,0,1,0.0
f0324156-a83a-5e88-b5ad-66a41a978d5a,0,1,0,1,0.0
f00e5d24-5472-5bb2-88ba-e623034dcce4,0,1,0,1,0.0
efc7ddba-049c-5464-90d1-da8bb33271b3,0,1,0,1,0.0
7ab6b0c8-00ba-49d6-a49a-4815b76eb81a,0,1,0,1,0.0
ef94012e-83e5-513a-acc7-0b17d941c0f5,0,1,0,1,0.0
0c54e91b-7a33-5a43-8863-433e39cee580,0,1,0,1,0.0
0c6c5d24-1176-5de3-8f8c-078d2408bc77,0,1,0,1,0.0
ef667c13-813b-552c-a74f-20b554dff85b,0,1,0,1,0.0
0c70f373-54e6-501d-9c08-7209a652cd8f,0,1,0,1,0.0
ef3ef33d-a4a3-5dc4-bdf4-c6352e887a86,0,1,0,1,0.0
f0db3389-9f36-5ccf-b028-d362c0cda7fc,0,1,0,1,0.0
f0e4b8dd-965e-530b-9c7e-67f325de82b4,0,1,0,1,0.0
0b8caa1c-222e-503c-af41-8a65256bf2e7,0,1,0,1,0.0
f240a1da-1079-4912-bf59-372e2f2799d7,0,1,0,1,0.0
79ca3fee-0782-57b3-ae65-8eec1a1236a5,0,1,0,1,0.0
f2bb8cce-6915-5331-a0f2-c91ead6a4e15,0,1,0,1,0.0
0a7d5256-c960-55af-a54e-b3ef464b7a4e,0,1,0,1,0.0
0a8c72d7-a811-554d-9fa2-30a0373b94f7,0,1,0,1,0.0
79f5b3ff-3de7-5a3f-be3c-9c1e51f8106a,0,1,0,1,0.0
f29a8dfe-962a-5967-924e-195b7c1fdf86,0,1,0,1,0.0
0ab1a8fc-84ee-5cc3-b3f4-22f3e3f7baab,0,1,0,1,0.0
7a398c58-bea1-58da-977a-5c08b4180ec5,0,1,0,1,0.0
73c8fb57-4d21-516e-a4dc-2d1f661dd9e8,0,1,0,1,0.0
f0fd8244-2233-50ad-85af-2468f0810c4a,0,1,0,1,0.0
f216a24a-2fb3-570e-906e-48eddf0a69af,0,1,0,1,0.0
0b13a90b-efc9-57cb-b50d-510c80cf089b,0,1,0,1,0.0
738d8908-3635-59f3-9598-d633baca3113,0,1,0,1,0.0
f1ba067a-82f8-55db-95dc-a84c57f5ae9f,0,1,0,1,0.0
7a79cbe5-0a33-54ed-8309-e3b3a7d8887e,0,1,0,1,0.0
f156903d-aa57-5048-996e-5adbd76dcbac,0,1,0,1,0.0
f1346fb0-07c6-5aa2-9c2e-1ed65a10bade,0,1,0,1,0.0
f12a96fc-c399-5e04-a1e8-2c5b8ac92297,0,1,0,1,0.0
ef23f4df-6373-5cdc-80b9-b0a70898520a,0,1,0,1,0.0
0c9cf09b-aa83-555a-ba52-abc16a1e6041,0,1,0,1,0.0
ebfae654-a80b-5b01-a116-43ce9e3268d9,0,1,0,1,0.0
eef489e4-47ad-5dad-be18-6f8901ec6020,0,1,0,1,0.0
0f12a6a3-01dc-51f0-87a2-901b11a5a36b,0,1,0,1,0.0
0f14001f-7a59-52bc-8c90-acca7423465f,0,1,0,1,0.0
ed0d9151-3771-58a6-89ea-5095e39b0fe2,0,1,0,1,0.0
ecf8c48d-7e82-5ac0-a94e-b5bb6a33a9e8,0,1,0,1,0.0
0f523018-5ada-5de6-b91d-3e2bf6be0226,0,1,0,1,0.0
0f5e2c07-f50f-5a15-9c96-778cadba08c6,0,1,0,1,0.0
eca76685-ac66-5154-9c9b-0c2c32088b0b,0,1,0,1,0.0
0f6c070c-6353-5fe7-b799-3ef947cd7426,0,1,0,1,0.0
7243ffab-d941-5cad-847f-d3af1b931948,0,1,0,1,0.0
ec8d69eb-beef-5cd7-8431-0f6a2e87812e,0,1,0,1,0.0
ec829d7f-ed0b-5efd-9af0-b70043de1fd4,0,1,0,1,0.0
ec60cdd6-3273-5a0c-bbba-13b8781c2d3a,0,1,0,1,0.0
0f99c9c5-daa9-5d54-809b-17699e68ff2a,0,1,0,1,0.0
722ad0be-cbe3-5d3b-9130-d7e63d3f5948,0,1,0,1,0.0
ec515759-da8e-50e4-bdad-cd00f3fc2e95,0,1,0,1,0.0
0fc099cc-1c24-53ed-8d6d-da483565cf56,0,1,0,1,0.0
ec3bb665-103e-5773-acb4-cd3b9becb487,0,1,0,1,0.0
ec36ba31-3314-453f-96eb-be1f3a0c7e3f,0,1,0,1,0.0
0fe91fc4-1d77-510e-8fdd-f278156c26a5,0,1,0,1,0.0
0eb98bb7-3856-59f6-bb3c-d424e896c2f8,0,1,0,1,0.0
0e745d78-867e-5077-ae85-833cba986800,0,1,0,1,0.0
edbd01ab-4211-5f09-b65e-6c9efdf64bbc,0,1,0,1,0.0
ee2c1cf1-cbbc-508a-9076-38fcd28c8eca,0,1,0,1,0.0
eedbb60c-f738-548f-b496-157cfbd5195d,0,1,0,1,0.0
eed89fd6-aff7-5547-a753-ec9a09487c8e,0,1,0,1,0.0
730526d8-ba53-57e3-8b15-e4ec317159bf,0,1,0,1,0.0
eeb8096a-34e0-5a1e-ba07-5135e0b0df94,0,1,0,1,0.0
0d3f3d8e-f63d-533d-8e2b-c6ba5beb8c39,0,1,0,1,0.0
ee9c1e63-7c93-50a5-9d7e-a21fda739b2e,0,1,0,1,0.0
72e28099-8a29-59e4-a16a-8599647faeaf,0,1,0,1,0.0
0d67f2d3-0711-5c22-8d50-584f10787ca1,0,1,0,1,0.0
7afc8c93-8d39-5cea-9eb9-f12de3348dac,0,1,0,1,0.0
edc4242a-f831-550d-8273-1457605de411,0,1,0,1,0.0
72b4835b-0d6a-58e6-bdf4-4b6125d8113b,0,1,0,1,0.0
729e644a-dc2a-5150-8cf2-8a3f51b1a01a,0,1,0,1,0.0
728768e1-b54a-5622-87a3-2edfa74f5570,0,1,0,1,0.0
edf2451b-45d8-5707-b156-bddd00c8bdaa,0,1,0,1,0.0
7b40e459-1eea-50ee-ba7e-efd954ef80d7,0,1,0,1,0.0
edd9aa8c-f71c-5d3e-8a4c-4a2a18497591,0,1,0,1,0.0
edd5cc3a-765f-5a28-a605-10140ebd8184,0,1,0,1,0.0
edd2a0cc-5c7c-5694-99fe-38ed0d19abb1,0,1,0,1,0.0
85d11907-fa5d-5cc4-99ea-ae11db094fb6,0,1,0,1,0.0
2c18579b-8a41-58fa-9b2b-dc0ad6b5d491,0,1,0,1,0.0
cf5acc15-f4f9-5d5e-aa9d-4df00cf2bc94,0,1,0,1,0.0
4d4bf6ba-1eb7-5e52-8fa6-2112ba8af2c5,0,1,0,1,0.0
4c4e0ad9-69ba-585a-8ee0-0c19c90a5adb,0,1,0,1,0.0
a9e74317-87ce-5b80-8f70-a062b3fdf331,0,1,0,1,0.0
8fa8acf9-5d38-5aad-8b89-12e8065f32e0,0,1,0,1,0.0
62ab163b-47f4-5255-8ce6-fe7bdde2368f,0,1,0,1,0.0
629c04e8-8830-5654-8ac3-e5350d0a4c6a,0,1,0,1,0.0
6299a442-c247-5fee-bac1-b265f9b4c611,0,1,0,1,0.0
a98bfeb0-79f9-5fbc-ade9-f19fed8721d8,0,1,0,1,0.0
a96dacc7-1a44-5bf9-943f-dc57f14717ff,0,1,0,1,0.0
4c95f8bf-cb7d-58ed-b367-fca2ffb06e7e,0,1,0,1,0.0
a94cbcf2-db56-5344-92a7-08f9004462b0,0,1,0,1,0.0
4cc3457d-8aed-5d37-9c0c-c1c04667923a,0,1,0,1,0.0
4cef995e-c6ba-53ea-9bbd-2a0830742086,0,1,0,1,0.0
a8f6b4b4-a0c7-42e9-a9e4-69b8963d9ebc,0,1,0,1,0.0
4cf4d235-3d5a-511f-ae82-b394c5d6fbc5,0,1,0,1,0.0
4d0e2b40-5d5f-5c0e-aa7b-ffb1cc759fc0,0,1,0,1,0.0
9005b3e6-f40d-55a6-9a30-f71bf9e962fb,0,1,0,1,0.0
a8b10c84-181b-58a5-837b-c2fc27a34fce,0,1,0,1,0.0
4d2db293-219d-59f4-bfe2-df6f188dfdc2,0,1,0,1,0.0
a89b19ed-a083-4ba5-95c3-75c685e9b221,0,1,0,1,0.0
4c485908-6c8e-46b1-a933-a24a18c602b1,0,1,0,1,0.0
4c24e1f8-7797-546b-828d-4da289efe855,0,1,0,1,0.0
4be66899-0382-5f91-8ab5-5dbe42090d3e,0,1,0,1,0.0
4b136ff5-b368-53b0-a870-1653bc615d6c,0,1,0,1,0.0
630974db-3090-5f0c-b626-2c3ab28a4b20,0,1,0,1,0.0
ab4e56d2-b4d7-555d-a7e2-75cd43b8ea5c,0,1,0,1,0.0
8f14bc9f-13e7-522a-98c1-1d8b56d17807,0,1,0,1,0.0
ab1590d2-f80c-53f0-92e6-ac1146d1ad19,0,1,0,1,0.0
62f9b137-274f-5300-a349-778957a68ffa,0,1,0,1,0.0
8f3c28d3-5a64-53a7-bb2d-7ca8f22a5662,0,1,0,1,0.0
aad798f3-cf0e-59b0-bf70-d0fc3f92f334,0,1,0,1,0.0
8f3d6c44-e0f0-57cc-9e08-78e700547455,0,1,0,1,0.0
8f750766-d862-52c7-a74d-6920e2eb44cb,0,1,0,1,0.0
62ba5fd4-400e-5365-9773-951a77d13161,0,1,0,1,0.0
4b56ad47-870c-5421-9b6b-eaa821b4d321,0,1,0,1,0.0
aaab07c0-5c63-4b0e-9acd-eaf57e4bbfe0,0,1,0,1,0.0
62cbea3e-d780-5a9e-9156-1e411c6f7fa4,0,1,0,1,0.0
4b7db2bd-2cdd-5cfc-b509-4aa46f0384c6,0,1,0,1,0.0
aa4b738f-ce86-5309-b07f-01796082b127,0,1,0,1,0.0
4ba308c0-5e94-52fe-ae51-212602b8cefa,0,1,0,1,0.0
aa36e6c3-35d4-5bc5-b4e7-16fa12c1fe74,0,1,0,1,0.0
62bf752a-e5c6-520b-83f8-86d7d500076f,0,1,0,1,0.0
a8892037-9c58-58ef-bbc3-333c991a185f,0,1,0,1,0.0
4d529bc0-e796-5eb3-b05a-45d725f3a1ed,0,1,0,1,0.0
631044d3-ac1b-5a8a-a069-258b7d72d1d0,0,1,0,1,0.0
a85720e1-eff2-5a0e-8a31-b56c886bf2a5,0,1,0,1,0.0
a6808a33-d520-5773-ae84-78b5c140cdca,0,1,0,1,0.0
4fcdc867-ac7e-517f-8c09-c8d89f7ecaea,0,1,0,1,0.0
a6506d85-34dd-5ff0-b86f-e5b6003230ed,0,1,0,1,0.0
a64bdd3b-c946-5fbc-afde-f9a2fb13980b,0,1,0,1,0.0
a64708b8-f621-5366-a28e-aecb9281bdb4,0,1,0,1,0.0
4feee7ce-af11-5bb8-ad89-be632c176b2c,0,1,0,1,0.0
a62c552b-5838-5610-ae3d-da89d3316f20,0,1,0,1,0.0
a62bed1d-55f7-5bcf-9416-0147e77f6ddc,0,1,0,1,0.0
616b895d-ab36-5dc7-be18-ab161003249d,0,1,0,1,0.0
a5efb235-3d17-5138-9e43-e8fa85655f18,0,1,0,1,0.0
91991ffc-d920-4c64-bada-559a0b69376a,0,1,0,1,0.0
50041346-b5ce-5f2b-9a5a-a061a56c70b5,0,1,0,1,0.0
50089895-ca7e-53ba-aa67-e830d7e2166c,0,1,0,1,0.0
a5a20661-90f2-5832-805b-e77c1d174395,0,1,0,1,0.0
a57384ea-6a99-5052-90c5-f70b6adf679c,0,1,0,1,0.0
91b7e529-9dc5-5420-9bed-333919f61ab1,0,1,0,1,0.0
614c2eef-71fe-5070-99ac-0cf009f06bab,0,1,0,1,0.0
91dd8238-a712-50ce-b4c3-0d08b5c2d3ba,0,1,0,1,0.0
a50f832e-f505-5c1f-97bc-c3b779235c85,0,1,0,1,0.0
4fca63d3-5c2e-5c8c-b77a-a2207d97d28e,0,1,0,1,0.0
4fa03d21-00b4-5f73-994a-e4c2d6d98763,0,1,0,1,0.0
4f98c8ce-9ef2-5a30-8bff-4dc1bf9bbe0d,0,1,0,1,0.0
4e39a38d-6107-5046-8ba0-6186d1161206,0,1,0,1,0.0
a83a95f7-03a1-50f5-a719-dc8f043c7598,0,1,0,1,0.0
4d7326d5-c461-5d04-abc2-bd661a48ebca,0,1,0,1,0.0
624fbc73-225d-5bee-9fd3-5c802ef4fbc9,0,1,0,1,0.0
4dac7d31-9269-56c3-ba48-69e9ae917faa,0,1,0,1,0.0
9050a846-3f9e-5869-a29a-e571204b5878,0,1,0,1,0.0
6233bcd2-5e4a-567f-8bf4-c1cd6606b9c2,0,1,0,1,0.0
4dfccad6-a8c6-5ca8-a91d-ffc9ce1b1464,0,1,0,1,0.0
a7b383bb-c406-5c86-899f-b8580e596021,0,1,0,1,0.0
4e49e3a2-f738-5b25-aa12-ea3d7694b69c,0,1,0,1,0.0
4f8dd1af-88fc-5def-a37b-8cb3d22d640a,0,1,0,1,0.0
a74b9d13-65dc-5544-8d1a-2f77acf9b31d,0,1,0,1,0.0
a749af86-4e71-52e8-bd92-a3e388add144,0,1,0,1,0.0
61c6a3a4-5e4e-5266-83bf-5f940194c3a4,0,1,0,1,0.0
61c1d61c-fba1-569f-9fa4-c0e64823b346,0,1,0,1,0.0
913584e3-f75c-55b1-a0d3-a112160a3c50,0,1,0,1,0.0
91388151-a4cf-57d8-9198-c311f5164b51,0,1,0,1,0.0
913e1605-d592-5deb-b827-f6d64c2c753c,0,1,0,1,0.0
4ecf0618-3e0b-5327-97f0-8c310ff18c59,0,1,0,1,0.0
4a286027-4f52-5d0c-8cbc-244b6401a16d,0,1,0,1,0.0
49f53fad-5ac4-53ce-9e3e-602418dcd87c,0,1,0,1,0.0
61002602-ee44-52e1-b644-ccb59921901b,0,1,0,1,0.0
af2a9b12-46be-5889-ae7e-cd0840ec20aa,0,1,0,1,0.0
44f60430-da23-5733-a827-af965321da0e,0,1,0,1,0.0
8ded2ec6-45fe-51e6-a596-730d65de49c3,0,1,0,1,0.0
454d5df0-1b65-5cbb-8678-7dd872ba3d72,0,1,0,1,0.0
b030110a-0f2a-5ae2-acb7-ee69abd2036d,0,1,0,1,0.0
8df12d09-9dea-5fd4-90c6-227b4b34bdfe,0,1,0,1,0.0
8e0801e4-c035-53d5-83b9-697c08f854c3,0,1,0,1,0.0
aff442aa-6201-5ca6-a0e7-1a42652894ea,0,1,0,1,0.0
afed7955-7297-5ae2-9f2f-527d7e3b6694,0,1,0,1,0.0
45fcc24e-a59d-5676-9e21-9ac8afbdb5e2,0,1,0,1,0.0
4600db27-9840-57fd-9599-357fc91e17d7,0,1,0,1,0.0
afc7ad58-0d0f-5182-8334-c838414364f3,0,1,0,1,0.0
afba6080-667f-57a0-b830-d25d327c2f92,0,1,0,1,0.0
afba1574-3a09-55e8-bc4e-ad99d9fd30de,0,1,0,1,0.0
af7b2b44-b5fe-5528-8b43-7bfa7b004b34,0,1,0,1,0.0
8e0839c8-90e5-5e42-83ab-8ac25eb489a1,0,1,0,1,0.0
af61023d-1fd6-5a74-bde5-7ac8d7aec571,0,1,0,1,0.0
af60d086-0f72-5c1b-9b68-ac020b0392c6,0,1,0,1,0.0
637b3a51-de1b-5390-80c1-2e499941ab81,0,1,0,1,0.0
46547dac-44b4-573c-baf1-f5dc61982483,0,1,0,1,0.0
44f492d6-95c4-5d9d-a9dd-c8b49194d277,0,1,0,1,0.0
8dbe9903-2168-5861-b6b4-f297fbf1d0f3,0,1,0,1,0.0
b0d53c19-ca03-54a3-a34a-b4b8356c2d30,0,1,0,1,0.0
443d611c-f7cd-5ab7-8c35-5387f9e88bfa,0,1,0,1,0.0
b288b2e0-c714-5326-9d19-ceb2a0938243,0,1,0,1,0.0
43a02741-e8e9-45c5-9c90-ad2802b31df7,0,1,0,1,0.0
b24a8e46-17a6-50ba-becd-e1b28e0b395f,0,1,0,1,0.0
43b97263-d23b-5740-b47e-56fafd45e582,0,1,0,1,0.0
43c52d9b-e926-52d5-b843-e889c0b55ce1,0,1,0,1,0.0
8d715b39-51ab-5714-bd42-5875f600990a,0,1,0,1,0.0
44011742-5d01-5234-b38e-06b79dbf30ce,0,1,0,1,0.0
b1d48d79-2296-5cfd-88c4-96c4dd5fd330,0,1,0,1,0.0
b19d01eb-8e02-5a42-9716-62b78c6ff0bb,0,1,0,1,0.0
449ab8ec-89a6-484e-94df-e2c7031ffc3b,0,1,0,1,0.0
443dd5cd-eee5-51b0-9754-df5b51b52490,0,1,0,1,0.0
b1571ee8-7f5a-53cf-a8a5-94cdefc6db70,0,1,0,1,0.0
b1560074-31cc-559d-add7-a6da753b1151,0,1,0,1,0.0
b13937db-d3a5-54b6-8202-217d66989eac,0,1,0,1,0.0
8da0eaf0-98f7-51dd-9aac-b8db65ba0e93,0,1,0,1,0.0
b12e600c-2be7-589f-b4cf-85525e80c991,0,1,0,1,0.0
b1140d7d-31e7-52c6-be9f-479077f2ad09,0,1,0,1,0.0
639d8f42-6ef0-5e46-8652-d3c2973e8b2e,0,1,0,1,0.0
634bbd3e-d3ad-5204-9e5c-97d9824cd040,0,1,0,1,0.0
af026bad-5a68-5c69-9775-623f718cab68,0,1,0,1,0.0
abe59c46-f956-556b-998a-b11c365169bf,0,1,0,1,0.0
aee2b83d-5f50-4309-9e62-200c404d4751,1,0,0,1,
47fca293-a9d3-5479-b7cb-3cd51f6db390,0,1,0,1,0.0
4839ea14-d902-4b57-9062-2e9d5efad913,0,1,0,1,0.0
48505b51-4dfc-5fbe-8cc4-77b9ba1a4929,0,1,0,1,0.0
4856e162-f3fd-5f1b-8d5b-7d0e4c24401a,0,1,0,1,0.0
ad039327-4b4b-5996-9ca2-ddebf050fad0,0,1,0,1,0.0
8e94d94a-e58c-5702-a83f-baf4aac1485b,0,1,0,1,0.0
acef39a2-6cc4-5807-96fd-1c59bad9dccf,0,1,0,1,0.0
48764728-356e-5d82-bd68-d6b1e7cfeb2e,0,1,0,1,0.0
ace5e84a-e17d-5ea2-805f-df5e0da5f394,0,1,0,1,0.0
ace1dbc2-a8ed-56db-9fcf-86cb3ab38a90,0,1,0,1,0.0
487b22d8-2842-5fca-9f28-523395c4b6f2,0,1,0,1,0.0
632e08a0-9811-530c-b914-b6621ba7560d,0,1,0,1,0.0
